in s,C1 in V
-5.604800E-05,-5.12695E-03
-5.604560E-05,-3.44238E-02
-5.604320E-05,-1.97754E-02
-5.604080E-05,-1.24512E-02
-5.603840E-05,-5.12695E-03
-5.603600E-05,-1.24512E-02
-5.603360E-05,-5.12695E-03
-5.603120E-05,-5.12695E-03
-5.602880E-05,-2.70996E-02
-5.602640E-05,-1.97754E-02
-5.602400E-05,-5.12695E-03
-5.602160E-05,9.52148E-03
-5.601920E-05,-5.12695E-03
-5.601680E-05,-1.24512E-02
-5.601440E-05,-5.12695E-03
-5.601200E-05,-1.24512E-02
-5.600960E-05,-5.12695E-03
-5.600720E-05,-2.70996E-02
-5.600480E-05,9.52148E-03
-5.600240E-05,-1.24512E-02
-5.600000E-05,-5.12695E-03
-5.599760E-05,-1.24512E-02
-5.599520E-05,-5.12695E-03
-5.599280E-05,-1.24512E-02
-5.599040E-05,-1.97754E-02
-5.598800E-05,-1.24512E-02
-5.598560E-05,-5.12695E-03
-5.598320E-05,-2.70996E-02
-5.598080E-05,-5.12695E-03
-5.597840E-05,-3.44238E-02
-5.597600E-05,-1.97754E-02
-5.597360E-05,-1.97754E-02
-5.597120E-05,-5.12695E-03
-5.596880E-05,-5.12695E-03
-5.596640E-05,-1.24512E-02
-5.596400E-05,-2.70996E-02
-5.596160E-05,-5.12695E-03
-5.595920E-05,-1.24512E-02
-5.595680E-05,2.19727E-03
-5.595440E-05,-5.12695E-03
-5.595200E-05,-5.12695E-03
-5.594960E-05,-5.12695E-03
-5.594720E-05,-5.12695E-03
-5.594480E-05,2.19727E-03
-5.594240E-05,9.52148E-03
-5.594000E-05,-3.44238E-02
-5.593760E-05,-5.12695E-03
-5.593520E-05,-1.24512E-02
-5.593280E-05,-2.70996E-02
-5.593040E-05,-1.24512E-02
-5.592800E-05,-1.97754E-02
-5.592560E-05,-1.24512E-02
-5.592320E-05,2.19727E-03
-5.592080E-05,-5.12695E-03
-5.591840E-05,-5.12695E-03
-5.591600E-05,-4.17480E-02
-5.591360E-05,2.19727E-03
-5.591120E-05,-1.97754E-02
-5.590880E-05,-2.70996E-02
-5.590640E-05,-5.12695E-03
-5.590400E-05,2.19727E-03
-5.590160E-05,9.52148E-03
-5.589920E-05,-1.97754E-02
-5.589680E-05,-4.17480E-02
-5.589440E-05,-1.97754E-02
-5.589200E-05,-1.97754E-02
-5.588960E-05,2.19727E-03
-5.588720E-05,2.19727E-03
-5.588480E-05,-1.97754E-02
-5.588240E-05,-1.24512E-02
-5.588000E-05,1.68457E-02
-5.587760E-05,-1.24512E-02
-5.587520E-05,-1.97754E-02
-5.587280E-05,-1.97754E-02
-5.587040E-05,-1.97754E-02
-5.586800E-05,-2.70996E-02
-5.586560E-05,2.19727E-03
-5.586320E-05,-3.44238E-02
-5.586080E-05,-2.70996E-02
-5.585840E-05,-1.97754E-02
-5.585600E-05,9.52148E-03
-5.585360E-05,-1.24512E-02
-5.585120E-05,-5.12695E-03
-5.584880E-05,-1.97754E-02
-5.584640E-05,-1.24512E-02
-5.584400E-05,-2.70996E-02
-5.584160E-05,-5.12695E-03
-5.583920E-05,-5.12695E-03
-5.583680E-05,-5.12695E-03
-5.583440E-05,-3.44238E-02
-5.583200E-05,-5.12695E-03
-5.582960E-05,-2.70996E-02
-5.582720E-05,-1.24512E-02
-5.582480E-05,-1.24512E-02
-5.582240E-05,9.52148E-03
-5.582000E-05,-3.44238E-02
-5.581760E-05,-2.70996E-02
-5.581520E-05,-1.24512E-02
-5.581280E-05,2.19727E-03
-5.581040E-05,-5.12695E-03
-5.580800E-05,-3.44238E-02
-5.580560E-05,-5.12695E-03
-5.580320E-05,-1.24512E-02
-5.580080E-05,-1.24512E-02
-5.579840E-05,1.68457E-02
-5.579600E-05,-5.12695E-03
-5.579360E-05,-5.12695E-03
-5.579120E-05,-1.24512E-02
-5.578880E-05,-3.44238E-02
-5.578640E-05,9.52148E-03
-5.578400E-05,-1.97754E-02
-5.578160E-05,9.52148E-03
-5.577920E-05,-5.12695E-03
-5.577680E-05,-1.24512E-02
-5.577440E-05,-5.12695E-03
-5.577200E-05,-5.12695E-03
-5.576960E-05,-2.70996E-02
-5.576720E-05,-5.12695E-03
-5.576480E-05,-1.24512E-02
-5.576240E-05,-4.17480E-02
-5.576000E-05,-1.97754E-02
-5.575760E-05,9.52148E-03
-5.575520E-05,-2.70996E-02
-5.575280E-05,-2.70996E-02
-5.575040E-05,-1.97754E-02
-5.574800E-05,-5.12695E-03
-5.574560E-05,-5.12695E-03
-5.574320E-05,-1.24512E-02
-5.574080E-05,-5.12695E-03
-5.573840E-05,-2.70996E-02
-5.573600E-05,-1.97754E-02
-5.573360E-05,2.19727E-03
-5.573120E-05,2.19727E-03
-5.572880E-05,9.52148E-03
-5.572640E-05,2.19727E-03
-5.572400E-05,-5.12695E-03
-5.572160E-05,-1.24512E-02
-5.571920E-05,-5.12695E-03
-5.571680E-05,-1.24512E-02
-5.571440E-05,-5.12695E-03
-5.571200E-05,2.19727E-03
-5.570960E-05,-5.12695E-03
-5.570720E-05,-1.24512E-02
-5.570480E-05,2.19727E-03
-5.570240E-05,1.68457E-02
-5.570000E-05,-5.12695E-03
-5.569760E-05,-1.97754E-02
-5.569520E-05,-5.12695E-03
-5.569280E-05,-2.70996E-02
-5.569040E-05,-5.12695E-03
-5.568800E-05,-1.24512E-02
-5.568560E-05,9.52148E-03
-5.568320E-05,-5.12695E-03
-5.568080E-05,-3.44238E-02
-5.567840E-05,-5.12695E-03
-5.567600E-05,9.52148E-03
-5.567360E-05,-1.97754E-02
-5.567120E-05,-1.97754E-02
-5.566880E-05,-5.12695E-03
-5.566640E-05,-5.12695E-03
-5.566400E-05,-1.24512E-02
-5.566160E-05,-1.24512E-02
-5.565920E-05,9.52148E-03
-5.565680E-05,-5.12695E-03
-5.565440E-05,-2.70996E-02
-5.565200E-05,2.19727E-03
-5.564960E-05,-1.24512E-02
-5.564720E-05,-5.12695E-03
-5.564480E-05,-2.70996E-02
-5.564240E-05,-5.12695E-03
-5.564000E-05,-5.12695E-03
-5.563760E-05,2.19727E-03
-5.563520E-05,-2.70996E-02
-5.563280E-05,-5.12695E-03
-5.563040E-05,-1.24512E-02
-5.562800E-05,-1.97754E-02
-5.562560E-05,-5.12695E-03
-5.562320E-05,-2.70996E-02
-5.562080E-05,-5.12695E-03
-5.561840E-05,-3.44238E-02
-5.561600E-05,-5.12695E-03
-5.561360E-05,-2.70996E-02
-5.561120E-05,2.19727E-03
-5.560880E-05,-1.97754E-02
-5.560640E-05,2.19727E-03
-5.560400E-05,-1.24512E-02
-5.560160E-05,9.52148E-03
-5.559920E-05,-3.44238E-02
-5.559680E-05,-1.97754E-02
-5.559440E-05,-5.12695E-03
-5.559200E-05,-1.97754E-02
-5.558960E-05,-5.12695E-03
-5.558720E-05,-1.97754E-02
-5.558480E-05,9.52148E-03
-5.558240E-05,-5.12695E-03
-5.558000E-05,-5.12695E-03
-5.557760E-05,-2.70996E-02
-5.557520E-05,-5.12695E-03
-5.557280E-05,-1.24512E-02
-5.557040E-05,9.52148E-03
-5.556800E-05,-1.97754E-02
-5.556560E-05,-1.24512E-02
-5.556320E-05,-5.12695E-03
-5.556080E-05,-2.70996E-02
-5.555840E-05,-5.12695E-03
-5.555600E-05,-2.70996E-02
-5.555360E-05,-1.24512E-02
-5.555120E-05,-5.12695E-03
-5.554880E-05,9.52148E-03
-5.554640E-05,-1.24512E-02
-5.554400E-05,-1.24512E-02
-5.554160E-05,-5.12695E-03
-5.553920E-05,9.52148E-03
-5.553680E-05,2.19727E-03
-5.553440E-05,2.19727E-03
-5.553200E-05,-1.97754E-02
-5.552960E-05,-5.12695E-03
-5.552720E-05,9.52148E-03
-5.552480E-05,-5.12695E-03
-5.552240E-05,-1.97754E-02
-5.552000E-05,-5.12695E-03
-5.551760E-05,-5.12695E-03
-5.551520E-05,-1.24512E-02
-5.551280E-05,-2.70996E-02
-5.551040E-05,-5.12695E-03
-5.550800E-05,-1.24512E-02
-5.550560E-05,-1.24512E-02
-5.550320E-05,-2.70996E-02
-5.550080E-05,-5.12695E-03
-5.549840E-05,-1.24512E-02
-5.549600E-05,-1.24512E-02
-5.549360E-05,-5.12695E-03
-5.549120E-05,2.19727E-03
-5.548880E-05,-3.44238E-02
-5.548640E-05,2.19727E-03
-5.548400E-05,-3.44238E-02
-5.548160E-05,-1.97754E-02
-5.547920E-05,-5.12695E-03
-5.547680E-05,-2.70996E-02
-5.547440E-05,-1.24512E-02
-5.547200E-05,2.19727E-03
-5.546960E-05,9.52148E-03
-5.546720E-05,-5.12695E-03
-5.546480E-05,-5.12695E-03
-5.546240E-05,-1.24512E-02
-5.546000E-05,-2.70996E-02
-5.545760E-05,9.52148E-03
-5.545520E-05,-1.97754E-02
-5.545280E-05,-1.24512E-02
-5.545040E-05,-1.97754E-02
-5.544800E-05,-1.97754E-02
-5.544560E-05,-5.12695E-03
-5.544320E-05,2.19727E-03
-5.544080E-05,2.19727E-03
-5.543840E-05,-2.70996E-02
-5.543600E-05,-1.24512E-02
-5.543360E-05,-1.24512E-02
-5.543120E-05,-2.70996E-02
-5.542880E-05,-5.12695E-03
-5.542640E-05,-1.24512E-02
-5.542400E-05,-1.97754E-02
-5.542160E-05,-1.97754E-02
-5.541920E-05,-5.12695E-03
-5.541680E-05,-1.24512E-02
-5.541440E-05,2.19727E-03
-5.541200E-05,-5.12695E-03
-5.540960E-05,-1.24512E-02
-5.540720E-05,-5.12695E-03
-5.540480E-05,-5.12695E-03
-5.540240E-05,-5.12695E-03
-5.540000E-05,-1.24512E-02
-5.539760E-05,-1.97754E-02
-5.539520E-05,-1.24512E-02
-5.539280E-05,-2.70996E-02
-5.539040E-05,-2.70996E-02
-5.538800E-05,1.68457E-02
-5.538560E-05,-5.12695E-03
-5.538320E-05,-2.70996E-02
-5.538080E-05,-5.12695E-03
-5.537840E-05,-3.44238E-02
-5.537600E-05,-5.12695E-03
-5.537360E-05,-1.24512E-02
-5.537120E-05,-1.24512E-02
-5.536880E-05,-1.97754E-02
-5.536640E-05,-5.12695E-03
-5.536400E-05,-5.12695E-03
-5.536160E-05,-1.97754E-02
-5.535920E-05,2.19727E-03
-5.535680E-05,-1.97754E-02
-5.535440E-05,-2.70996E-02
-5.535200E-05,-1.97754E-02
-5.534960E-05,-1.24512E-02
-5.534720E-05,-1.24512E-02
-5.534480E-05,-5.12695E-03
-5.534240E-05,-1.24512E-02
-5.534000E-05,-1.24512E-02
-5.533760E-05,2.19727E-03
-5.533520E-05,-1.24512E-02
-5.533280E-05,-2.70996E-02
-5.533040E-05,-1.24512E-02
-5.532800E-05,-2.70996E-02
-5.532560E-05,-5.12695E-03
-5.532320E-05,2.19727E-03
-5.532080E-05,-5.12695E-03
-5.531840E-05,-5.12695E-03
-5.531600E-05,-1.97754E-02
-5.531360E-05,2.19727E-03
