in s,C1 in V
-5.63226E-04,3.41797E-03
-5.63222E-04,2.29492E-02
-5.63218E-04,3.41797E-03
-5.63214E-04,8.30078E-03
-5.63210E-04,1.31836E-02
-5.63206E-04,3.41797E-03
-5.63202E-04,3.41797E-03
-5.63198E-04,1.31836E-02
-5.63194E-04,3.41797E-03
-5.63190E-04,-6.34766E-03
-5.63186E-04,-1.12305E-02
-5.63182E-04,-1.46484E-03
-5.63178E-04,8.30078E-03
-5.63174E-04,1.31836E-02
-5.63170E-04,8.30078E-03
-5.63166E-04,2.29492E-02
-5.63162E-04,8.30078E-03
-5.63158E-04,3.41797E-03
-5.63154E-04,-1.46484E-03
-5.63150E-04,-6.34766E-03
-5.63146E-04,1.31836E-02
-5.63142E-04,8.30078E-03
-5.63138E-04,8.30078E-03
-5.63134E-04,-1.46484E-03
-5.63130E-04,-2.58789E-02
-5.63126E-04,1.31836E-02
-5.63122E-04,8.30078E-03
-5.63118E-04,1.31836E-02
-5.63114E-04,1.31836E-02
-5.63110E-04,3.41797E-03
-5.63106E-04,8.30078E-03
-5.63102E-04,-1.46484E-03
-5.63098E-04,8.30078E-03
-5.63094E-04,1.80664E-02
-5.63090E-04,3.41797E-03
-5.63086E-04,-6.34766E-03
-5.63082E-04,-6.34766E-03
-5.63078E-04,8.30078E-03
-5.63074E-04,8.30078E-03
-5.63070E-04,-1.46484E-03
-5.63066E-04,-1.46484E-03
-5.63062E-04,1.80664E-02
-5.63058E-04,3.41797E-03
-5.63054E-04,1.31836E-02
-5.63050E-04,3.41797E-03
-5.63046E-04,1.31836E-02
-5.63042E-04,-1.46484E-03
-5.63038E-04,1.31836E-02
-5.63034E-04,3.41797E-03
-5.63030E-04,-1.46484E-03
-5.63026E-04,-1.46484E-03
-5.63022E-04,8.30078E-03
-5.63018E-04,1.31836E-02
-5.63014E-04,-1.46484E-03
-5.63010E-04,-1.46484E-03
-5.63006E-04,3.41797E-03
-5.63002E-04,8.30078E-03
-5.62998E-04,3.41797E-03
-5.62994E-04,1.31836E-02
-5.62990E-04,3.41797E-03
-5.62986E-04,-1.46484E-03
-5.62982E-04,8.30078E-03
-5.62978E-04,-1.12305E-02
-5.62974E-04,3.41797E-03
-5.62970E-04,-1.46484E-03
-5.62966E-04,1.80664E-02
-5.62962E-04,8.30078E-03
-5.62958E-04,8.30078E-03
-5.62954E-04,-6.34766E-03
-5.62950E-04,3.41797E-03
-5.62946E-04,8.30078E-03
-5.62942E-04,8.30078E-03
-5.62938E-04,-1.12305E-02
-5.62934E-04,-1.46484E-03
-5.62930E-04,3.41797E-03
-5.62926E-04,1.31836E-02
-5.62922E-04,8.30078E-03
-5.62918E-04,3.41797E-03
-5.62914E-04,-1.46484E-03
-5.62910E-04,8.30078E-03
-5.62906E-04,8.30078E-03
-5.62902E-04,-1.46484E-03
-5.62898E-04,-1.46484E-03
-5.62894E-04,-1.46484E-03
-5.62890E-04,3.41797E-03
-5.62886E-04,-1.46484E-03
-5.62882E-04,8.30078E-03
-5.62878E-04,8.30078E-03
-5.62874E-04,3.41797E-03
-5.62870E-04,1.31836E-02
-5.62866E-04,8.30078E-03
-5.62862E-04,-1.46484E-03
-5.62858E-04,3.41797E-03
-5.62854E-04,8.30078E-03
-5.62850E-04,8.30078E-03
-5.62846E-04,1.31836E-02
-5.62842E-04,1.31836E-02
-5.62838E-04,8.30078E-03
-5.62834E-04,-1.12305E-02
-5.62830E-04,3.41797E-03
-5.62826E-04,1.31836E-02
-5.62822E-04,3.41797E-03
-5.62818E-04,-1.12305E-02
-5.62814E-04,8.30078E-03
-5.62810E-04,3.41797E-03
-5.62806E-04,-6.34766E-03
-5.62802E-04,8.30078E-03
-5.62798E-04,-1.46484E-03
-5.62794E-04,3.41797E-03
-5.62790E-04,3.41797E-03
-5.62786E-04,-1.46484E-03
-5.62782E-04,3.41797E-03
-5.62778E-04,-1.46484E-03
-5.62774E-04,-1.46484E-03
-5.62770E-04,8.30078E-03
-5.62766E-04,3.41797E-03
-5.62762E-04,-6.34766E-03
-5.62758E-04,8.30078E-03
-5.62754E-04,-1.12305E-02
-5.62750E-04,8.30078E-03
-5.62746E-04,-6.34766E-03
-5.62742E-04,3.41797E-03
-5.62738E-04,3.41797E-03
-5.62734E-04,8.30078E-03
-5.62730E-04,3.41797E-03
-5.62726E-04,1.31836E-02
-5.62722E-04,8.30078E-03
-5.62718E-04,8.30078E-03
-5.62714E-04,8.30078E-03
-5.62710E-04,1.31836E-02
-5.62706E-04,-1.46484E-03
-5.62702E-04,8.30078E-03
-5.62698E-04,3.41797E-03
-5.62694E-04,1.31836E-02
-5.62690E-04,-6.34766E-03
-5.62686E-04,-6.34766E-03
-5.62682E-04,8.30078E-03
-5.62678E-04,1.80664E-02
-5.62674E-04,8.30078E-03
-5.62670E-04,1.31836E-02
-5.62666E-04,-6.34766E-03
-5.62662E-04,1.31836E-02
-5.62658E-04,8.30078E-03
-5.62654E-04,-1.46484E-03
-5.62650E-04,8.30078E-03
-5.62646E-04,3.41797E-03
-5.62642E-04,3.41797E-03
-5.62638E-04,-1.61133E-02
-5.62634E-04,3.41797E-03
-5.62630E-04,3.41797E-03
-5.62626E-04,-1.12305E-02
-5.62622E-04,-6.34766E-03
-5.62618E-04,3.41797E-03
-5.62614E-04,8.30078E-03
-5.62610E-04,3.41797E-03
-5.62606E-04,8.30078E-03
-5.62602E-04,3.41797E-03
-5.62598E-04,-1.46484E-03
-5.62594E-04,3.41797E-03
-5.62590E-04,-1.46484E-03
-5.62586E-04,-1.61133E-02
-5.62582E-04,-1.46484E-03
-5.62578E-04,-1.46484E-03
-5.62574E-04,8.30078E-03
-5.62570E-04,-6.34766E-03
-5.62566E-04,-1.46484E-03
-5.62562E-04,-6.34766E-03
-5.62558E-04,1.31836E-02
-5.62554E-04,3.41797E-03
-5.62550E-04,1.31836E-02
-5.62546E-04,3.41797E-03
-5.62542E-04,3.41797E-03
-5.62538E-04,3.41797E-03
-5.62534E-04,1.31836E-02
-5.62530E-04,3.41797E-03
-5.62526E-04,1.31836E-02
-5.62522E-04,-1.46484E-03
-5.62518E-04,8.30078E-03
-5.62514E-04,-1.46484E-03
-5.62510E-04,3.41797E-03
-5.62506E-04,-6.34766E-03
-5.62502E-04,3.41797E-03
-5.62498E-04,-1.12305E-02
-5.62494E-04,-1.46484E-03
-5.62490E-04,3.41797E-03
-5.62486E-04,-1.46484E-03
-5.62482E-04,-1.46484E-03
-5.62478E-04,-1.46484E-03
-5.62474E-04,-1.46484E-03
-5.62470E-04,-1.46484E-03
-5.62466E-04,-1.46484E-03
-5.62462E-04,3.41797E-03
-5.62458E-04,8.30078E-03
-5.62454E-04,3.41797E-03
-5.62450E-04,-1.46484E-03
-5.62446E-04,-2.09961E-02
-5.62442E-04,-1.46484E-03
-5.62438E-04,-1.46484E-03
-5.62434E-04,3.41797E-03
-5.62430E-04,-1.46484E-03
-5.62426E-04,-1.46484E-03
-5.62422E-04,3.41797E-03
-5.62418E-04,1.31836E-02
-5.62414E-04,8.30078E-03
-5.62410E-04,-6.34766E-03
-5.62406E-04,2.29492E-02
-5.62402E-04,3.41797E-03
-5.62398E-04,1.31836E-02
-5.62394E-04,-1.46484E-03
-5.62390E-04,-1.46484E-03
-5.62386E-04,-1.46484E-03
-5.62382E-04,8.30078E-03
-5.62378E-04,8.30078E-03
-5.62374E-04,3.41797E-03
-5.62370E-04,3.41797E-03
-5.62366E-04,3.41797E-03
-5.62362E-04,-1.46484E-03
-5.62358E-04,-6.34766E-03
-5.62354E-04,-6.34766E-03
-5.62350E-04,-1.46484E-03
-5.62346E-04,8.30078E-03
-5.62342E-04,3.41797E-03
-5.62338E-04,-1.46484E-03
-5.62334E-04,1.31836E-02
-5.62330E-04,8.30078E-03
-5.62326E-04,-1.46484E-03
-5.62322E-04,-1.46484E-03
-5.62318E-04,3.41797E-03
-5.62314E-04,3.41797E-03
-5.62310E-04,8.30078E-03
-5.62306E-04,-1.12305E-02
-5.62302E-04,-1.46484E-03
-5.62298E-04,-2.09961E-02
-5.62294E-04,-6.34766E-03
-5.62290E-04,-6.34766E-03
-5.62286E-04,-6.34766E-03
-5.62282E-04,3.41797E-03
-5.62278E-04,8.30078E-03
-5.62274E-04,-1.12305E-02
-5.62270E-04,-1.46484E-03
-5.62266E-04,-1.46484E-03
-5.62262E-04,-1.46484E-03
-5.62258E-04,-1.46484E-03
-5.62254E-04,-1.46484E-03
-5.62250E-04,3.41797E-03
-5.62246E-04,3.41797E-03
-5.62242E-04,-1.12305E-02
-5.62238E-04,-6.34766E-03
-5.62234E-04,-1.12305E-02
-5.62230E-04,-1.46484E-03
-5.62226E-04,-1.61133E-02
-5.62222E-04,3.41797E-03
-5.62218E-04,8.30078E-03
-5.62214E-04,-1.46484E-03
-5.62210E-04,3.41797E-03
-5.62206E-04,2.29492E-02
-5.62202E-04,-1.46484E-03
-5.62198E-04,-1.46484E-03
-5.62194E-04,-1.46484E-03
-5.62190E-04,8.30078E-03
-5.62186E-04,3.41797E-03
-5.62182E-04,3.41797E-03
-5.62178E-04,-1.46484E-03
-5.62174E-04,-6.34766E-03
-5.62170E-04,-6.34766E-03
-5.62166E-04,3.41797E-03
-5.62162E-04,-1.61133E-02
-5.62158E-04,-1.46484E-03
-5.62154E-04,-6.34766E-03
-5.62150E-04,1.80664E-02
-5.62146E-04,-1.46484E-03
-5.62142E-04,-1.46484E-03
-5.62138E-04,3.41797E-03
-5.62134E-04,-6.34766E-03
-5.62130E-04,3.41797E-03
-5.62126E-04,3.41797E-03
-5.62122E-04,-1.12305E-02
-5.62118E-04,8.30078E-03
-5.62114E-04,-1.46484E-03
-5.62110E-04,-6.34766E-03
-5.62106E-04,-6.34766E-03
-5.62102E-04,-1.12305E-02
-5.62098E-04,-6.34766E-03
-5.62094E-04,8.30078E-03
-5.62090E-04,-1.46484E-03
-5.62086E-04,3.41797E-03
-5.62082E-04,8.30078E-03
-5.62078E-04,-6.34766E-03
