in s,C1 in V
-5.397300E-04,-2.09961E-02
-5.397264E-04,-2.09961E-02
-5.397228E-04,-2.58789E-02
-5.397192E-04,-6.34766E-03
-5.397156E-04,-6.34766E-03
-5.397120E-04,-3.56445E-02
-5.397084E-04,-1.12305E-02
-5.397048E-04,-2.09961E-02
-5.397012E-04,-2.09961E-02
-5.396976E-04,-2.09961E-02
-5.396940E-04,8.30078E-03
-5.396904E-04,-1.12305E-02
-5.396868E-04,-1.12305E-02
-5.396832E-04,-6.34766E-03
-5.396796E-04,-6.34766E-03
-5.396760E-04,-1.12305E-02
-5.396724E-04,8.30078E-03
-5.396688E-04,-1.61133E-02
-5.396652E-04,-3.07617E-02
-5.396616E-04,-6.34766E-03
-5.396580E-04,-1.61133E-02
-5.396544E-04,-2.09961E-02
-5.396508E-04,-6.34766E-03
-5.396472E-04,-1.46484E-03
-5.396436E-04,-1.61133E-02
-5.396400E-04,-1.61133E-02
-5.396364E-04,-1.61133E-02
-5.396328E-04,3.41797E-03
-5.396292E-04,-1.12305E-02
-5.396256E-04,-1.61133E-02
-5.396220E-04,-1.12305E-02
-5.396184E-04,-6.34766E-03
-5.396148E-04,-6.34766E-03
-5.396112E-04,-6.34766E-03
-5.396076E-04,-1.12305E-02
-5.396040E-04,-1.61133E-02
-5.396004E-04,-1.12305E-02
-5.395968E-04,-2.09961E-02
-5.395932E-04,-1.46484E-03
-5.395896E-04,-1.12305E-02
-5.395860E-04,-3.07617E-02
-5.395824E-04,-6.34766E-03
-5.395788E-04,-1.61133E-02
-5.395752E-04,-2.09961E-02
-5.395716E-04,-1.61133E-02
-5.395680E-04,-1.61133E-02
-5.395644E-04,-1.46484E-03
-5.395608E-04,-1.12305E-02
-5.395572E-04,-6.34766E-03
-5.395536E-04,-2.09961E-02
-5.395500E-04,-1.12305E-02
-5.395464E-04,-1.61133E-02
-5.395428E-04,-6.34766E-03
-5.395392E-04,-6.34766E-03
-5.395356E-04,-6.34766E-03
-5.395320E-04,3.41797E-03
-5.395284E-04,-1.61133E-02
-5.395248E-04,-2.09961E-02
-5.395212E-04,-1.46484E-03
-5.395176E-04,-1.12305E-02
-5.395140E-04,-1.12305E-02
-5.395104E-04,-1.61133E-02
-5.395068E-04,3.41797E-03
-5.395032E-04,-1.12305E-02
-5.394996E-04,-2.09961E-02
-5.394960E-04,-2.58789E-02
-5.394924E-04,-1.46484E-03
-5.394888E-04,-1.12305E-02
-5.394852E-04,-1.61133E-02
-5.394816E-04,-1.12305E-02
-5.394780E-04,-6.34766E-03
-5.394744E-04,-1.61133E-02
-5.394708E-04,-1.61133E-02
-5.394672E-04,-1.61133E-02
-5.394636E-04,-1.46484E-03
-5.394600E-04,-1.61133E-02
-5.394564E-04,-1.12305E-02
-5.394528E-04,3.41797E-03
-5.394492E-04,-1.61133E-02
-5.394456E-04,3.41797E-03
-5.394420E-04,-1.46484E-03
-5.394384E-04,-2.09961E-02
-5.394348E-04,-1.61133E-02
-5.394312E-04,-6.34766E-03
-5.394276E-04,-1.12305E-02
-5.394240E-04,-1.61133E-02
-5.394204E-04,-6.34766E-03
-5.394168E-04,-6.34766E-03
-5.394132E-04,-1.12305E-02
-5.394096E-04,-1.61133E-02
-5.394060E-04,-6.34766E-03
-5.394024E-04,-2.09961E-02
-5.393988E-04,-1.12305E-02
-5.393952E-04,-1.12305E-02
-5.393916E-04,-6.34766E-03
-5.393880E-04,-1.12305E-02
-5.393844E-04,-6.34766E-03
-5.393808E-04,-6.34766E-03
-5.393772E-04,-6.34766E-03
-5.393736E-04,-2.09961E-02
-5.393700E-04,-1.12305E-02
-5.393664E-04,-1.61133E-02
-5.393628E-04,-2.09961E-02
-5.393592E-04,-6.34766E-03
-5.393556E-04,-6.34766E-03
-5.393520E-04,-6.34766E-03
-5.393484E-04,-1.12305E-02
-5.393448E-04,-1.46484E-03
-5.393412E-04,-2.58789E-02
-5.393376E-04,-1.61133E-02
-5.393340E-04,-1.12305E-02
-5.393304E-04,-2.09961E-02
-5.393268E-04,-6.34766E-03
-5.393232E-04,-2.09961E-02
-5.393196E-04,-1.46484E-03
-5.393160E-04,-6.34766E-03
-5.393124E-04,3.41797E-03
-5.393088E-04,-1.12305E-02
-5.393052E-04,8.30078E-03
-5.393016E-04,-1.46484E-03
-5.392980E-04,3.41797E-03
-5.392944E-04,-1.46484E-03
-5.392908E-04,-1.12305E-02
-5.392872E-04,-6.34766E-03
-5.392836E-04,-1.12305E-02
-5.392800E-04,-6.34766E-03
-5.392764E-04,-1.12305E-02
-5.392728E-04,-1.61133E-02
-5.392692E-04,3.41797E-03
-5.392656E-04,-6.34766E-03
-5.392620E-04,-2.09961E-02
-5.392584E-04,-1.61133E-02
-5.392548E-04,-1.12305E-02
-5.392512E-04,-1.46484E-03
-5.392476E-04,-6.34766E-03
-5.392440E-04,-2.09961E-02
-5.392404E-04,-1.12305E-02
-5.392368E-04,-2.09961E-02
-5.392332E-04,-1.46484E-03
-5.392296E-04,-1.61133E-02
-5.392260E-04,-1.12305E-02
-5.392224E-04,-1.12305E-02
-5.392188E-04,3.41797E-03
-5.392152E-04,-2.58789E-02
-5.392116E-04,-6.34766E-03
-5.392080E-04,-1.46484E-03
-5.392044E-04,-2.09961E-02
-5.392008E-04,-6.34766E-03
-5.391972E-04,-2.09961E-02
-5.391936E-04,-1.61133E-02
-5.391900E-04,-1.61133E-02
-5.391864E-04,-2.09961E-02
-5.391828E-04,-6.34766E-03
-5.391792E-04,-1.61133E-02
-5.391756E-04,-6.34766E-03
-5.391720E-04,-1.12305E-02
-5.391684E-04,-1.61133E-02
-5.391648E-04,-6.34766E-03
-5.391612E-04,-1.12305E-02
-5.391576E-04,-1.12305E-02
-5.391540E-04,-1.12305E-02
-5.391504E-04,-6.34766E-03
-5.391468E-04,-6.34766E-03
-5.391432E-04,-2.09961E-02
-5.391396E-04,-1.61133E-02
-5.391360E-04,-2.09961E-02
-5.391324E-04,-2.09961E-02
-5.391288E-04,-1.61133E-02
-5.391252E-04,-2.09961E-02
-5.391216E-04,-6.34766E-03
-5.391180E-04,-1.61133E-02
-5.391144E-04,-6.34766E-03
-5.391108E-04,3.41797E-03
-5.391072E-04,-2.09961E-02
-5.391036E-04,-1.46484E-03
-5.391000E-04,-1.61133E-02
-5.390964E-04,8.30078E-03
-5.390928E-04,-1.12305E-02
-5.390892E-04,-6.34766E-03
-5.390856E-04,-6.34766E-03
-5.390820E-04,-1.12305E-02
-5.390784E-04,-1.12305E-02
-5.390748E-04,-2.09961E-02
-5.390712E-04,-2.09961E-02
-5.390676E-04,-1.12305E-02
-5.390640E-04,-2.58789E-02
-5.390604E-04,-1.12305E-02
-5.390568E-04,-6.34766E-03
-5.390532E-04,-1.61133E-02
-5.390496E-04,-2.09961E-02
-5.390460E-04,-1.61133E-02
-5.390424E-04,-1.12305E-02
-5.390388E-04,-1.61133E-02
-5.390352E-04,-1.12305E-02
-5.390316E-04,-1.61133E-02
-5.390280E-04,-2.09961E-02
-5.390244E-04,-6.34766E-03
-5.390208E-04,3.41797E-03
-5.390172E-04,3.41797E-03
-5.390136E-04,-1.12305E-02
-5.390100E-04,-1.61133E-02
-5.390064E-04,-1.12305E-02
-5.390028E-04,-6.34766E-03
-5.389992E-04,-1.46484E-03
-5.389956E-04,3.41797E-03
-5.389920E-04,-2.09961E-02
-5.389884E-04,-1.46484E-03
-5.389848E-04,-1.61133E-02
-5.389812E-04,-1.61133E-02
-5.389776E-04,-1.12305E-02
-5.389740E-04,-1.61133E-02
-5.389704E-04,-1.12305E-02
-5.389668E-04,-6.34766E-03
-5.389632E-04,-2.09961E-02
-5.389596E-04,-1.61133E-02
-5.389560E-04,-6.34766E-03
-5.389524E-04,-6.34766E-03
-5.389488E-04,-1.12305E-02
-5.389452E-04,-1.61133E-02
-5.389416E-04,-6.34766E-03
-5.389380E-04,3.41797E-03
-5.389344E-04,-1.61133E-02
-5.389308E-04,-1.46484E-03
-5.389272E-04,-1.12305E-02
-5.389236E-04,-1.61133E-02
-5.389200E-04,-2.09961E-02
-5.389164E-04,-1.61133E-02
-5.389128E-04,-2.58789E-02
-5.389092E-04,-1.46484E-03
-5.389056E-04,-2.09961E-02
-5.389020E-04,-1.12305E-02
-5.388984E-04,-1.46484E-03
-5.388948E-04,-6.34766E-03
-5.388912E-04,-1.12305E-02
-5.388876E-04,-6.34766E-03
-5.388840E-04,-2.09961E-02
-5.388804E-04,-1.46484E-03
-5.388768E-04,-1.61133E-02
-5.388732E-04,-1.46484E-03
-5.388696E-04,-6.34766E-03
-5.388660E-04,-6.34766E-03
-5.388624E-04,-2.09961E-02
-5.388588E-04,-1.61133E-02
-5.388552E-04,-1.12305E-02
-5.388516E-04,-6.34766E-03
-5.388480E-04,-2.58789E-02
-5.388444E-04,-6.34766E-03
-5.388408E-04,-1.12305E-02
-5.388372E-04,-6.34766E-03
-5.388336E-04,-1.12305E-02
-5.388300E-04,-1.46484E-03
-5.388264E-04,-1.12305E-02
-5.388228E-04,-6.34766E-03
-5.388192E-04,-1.46484E-03
-5.388156E-04,-2.09961E-02
-5.388120E-04,-1.61133E-02
-5.388084E-04,-1.12305E-02
-5.388048E-04,-6.34766E-03
-5.388012E-04,-2.58789E-02
-5.387976E-04,-1.61133E-02
-5.387940E-04,-1.12305E-02
-5.387904E-04,-2.09961E-02
-5.387868E-04,-6.34766E-03
-5.387832E-04,-1.12305E-02
-5.387796E-04,-1.61133E-02
-5.387760E-04,-6.34766E-03
-5.387724E-04,-6.34766E-03
-5.387688E-04,-1.12305E-02
-5.387652E-04,-1.12305E-02
-5.387616E-04,-1.61133E-02
-5.387580E-04,3.41797E-03
-5.387544E-04,-1.61133E-02
-5.387508E-04,-2.09961E-02
-5.387472E-04,-1.12305E-02
-5.387436E-04,-6.34766E-03
-5.387400E-04,-3.07617E-02
-5.387364E-04,3.41797E-03
-5.387328E-04,-1.61133E-02
-5.387292E-04,-6.34766E-03
-5.387256E-04,-1.61133E-02
-5.387220E-04,-2.09961E-02
-5.387184E-04,-6.34766E-03
-5.387148E-04,-1.12305E-02
-5.387112E-04,-1.61133E-02
-5.387076E-04,-1.61133E-02
-5.387040E-04,-2.58789E-02
-5.387004E-04,-1.12305E-02
-5.386968E-04,-2.58789E-02
-5.386932E-04,8.30078E-03
-5.386896E-04,-2.09961E-02
-5.386860E-04,-1.12305E-02
-5.386824E-04,-2.09961E-02
-5.386788E-04,-6.34766E-03
-5.386752E-04,-2.09961E-02
-5.386716E-04,-1.46484E-03
-5.386680E-04,-6.34766E-03
-5.386644E-04,-2.09961E-02
-5.386608E-04,-1.46484E-03
-5.386572E-04,-6.34766E-03
-5.386536E-04,-2.09961E-02
-5.386500E-04,-6.34766E-03
-5.386464E-04,-1.12305E-02
-5.386428E-04,-1.12305E-02
-5.386392E-04,-2.09961E-02
-5.386356E-04,-6.34766E-03
-5.386320E-04,-1.61133E-02
-5.386284E-04,-6.34766E-03
-5.386248E-04,8.30078E-03
-5.386212E-04,-1.46484E-03
-5.386176E-04,-2.09961E-02
-5.386140E-04,-1.46484E-03
-5.386104E-04,-6.34766E-03
-5.386068E-04,-1.61133E-02
-5.386032E-04,-6.34766E-03
-5.385996E-04,-1.46484E-03
-5.385960E-04,-1.12305E-02
-5.385924E-04,-1.46484E-03
-5.385888E-04,-1.12305E-02
-5.385852E-04,-1.61133E-02
-5.385816E-04,-2.09961E-02
-5.385780E-04,-1.12305E-02
-5.385744E-04,-1.12305E-02
-5.385708E-04,-2.09961E-02
-5.385672E-04,3.41797E-03
-5.385636E-04,3.41797E-03
-5.385600E-04,-1.12305E-02
-5.385564E-04,-2.09961E-02
-5.385528E-04,-1.12305E-02
-5.385492E-04,-6.34766E-03
-5.385456E-04,-1.12305E-02
-5.385420E-04,-2.09961E-02
-5.385384E-04,-1.12305E-02
-5.385348E-04,-6.34766E-03
-5.385312E-04,-6.34766E-03
-5.385276E-04,-2.09961E-02
-5.385240E-04,-2.09961E-02
-5.385204E-04,-1.46484E-03
-5.385168E-04,-1.61133E-02
-5.385132E-04,-1.46484E-03
-5.385096E-04,-1.61133E-02
-5.385060E-04,-6.34766E-03
-5.385024E-04,-1.61133E-02
-5.384988E-04,-1.12305E-02
-5.384952E-04,-6.34766E-03
-5.384916E-04,-1.12305E-02
-5.384880E-04,-2.09961E-02
-5.384844E-04,3.41797E-03
-5.384808E-04,-1.46484E-03
-5.384772E-04,-1.61133E-02
-5.384736E-04,-2.09961E-02
-5.384700E-04,-2.09961E-02
-5.384664E-04,-1.61133E-02
-5.384628E-04,-1.12305E-02
-5.384592E-04,-1.46484E-03
-5.384556E-04,-6.34766E-03
-5.384520E-04,-1.12305E-02
-5.384484E-04,8.30078E-03
-5.384448E-04,-1.61133E-02
-5.384412E-04,-1.46484E-03
-5.384376E-04,-6.34766E-03
-5.384340E-04,-1.46484E-03
-5.384304E-04,-1.12305E-02
-5.384268E-04,-6.34766E-03
-5.384232E-04,-1.12305E-02
-5.384196E-04,3.41797E-03
-5.384160E-04,-1.12305E-02
-5.384124E-04,-1.12305E-02
-5.384088E-04,-2.09961E-02
-5.384052E-04,-6.34766E-03
-5.384016E-04,8.30078E-03
-5.383980E-04,-2.09961E-02
-5.383944E-04,-6.34766E-03
-5.383908E-04,-6.34766E-03
-5.383872E-04,-6.34766E-03
-5.383836E-04,-6.34766E-03
-5.383800E-04,-2.09961E-02
-5.383764E-04,-2.09961E-02
-5.383728E-04,-1.61133E-02
-5.383692E-04,-6.34766E-03
-5.383656E-04,-2.58789E-02
-5.383620E-04,-2.58789E-02
-5.383584E-04,3.41797E-03
-5.383548E-04,-2.09961E-02
-5.383512E-04,-6.34766E-03
-5.383476E-04,-1.12305E-02
-5.383440E-04,-6.34766E-03
-5.383404E-04,-2.09961E-02
-5.383368E-04,-1.12305E-02
-5.383332E-04,-2.09961E-02
-5.383296E-04,-6.34766E-03
-5.383260E-04,-1.12305E-02
-5.383224E-04,-2.09961E-02
-5.383188E-04,-1.61133E-02
-5.383152E-04,-1.46484E-03
-5.383116E-04,-6.34766E-03
-5.383080E-04,-6.34766E-03
-5.383044E-04,-1.12305E-02
-5.383008E-04,-1.46484E-03
-5.382972E-04,-1.12305E-02
-5.382936E-04,-1.46484E-03
-5.382900E-04,-6.34766E-03
-5.382864E-04,-1.12305E-02
-5.382828E-04,-2.58789E-02
-5.382792E-04,-6.34766E-03
-5.382756E-04,-6.34766E-03
